pm2_5,pm10,co,no2,so2,o3,temp,humidity,pressure,wind_speed,aqi_label
2.96,4.03,128.39,2.23,0.11,49.69,11.88,66,1017,3.6,good
3.44,5.14,119.99,5.82,0.21,26.93,17.81,60,1016,2.97,good
6.33,11.17,134.98,0.83,0.37,37.99,26.9,88,1009,0.45,good
5.35,10.03,97.82,0.88,0.23,36.71,25.57,93,1010,1.54,good
6.33,11.17,134.98,0.83,0.37,37.99,25.64,100,1009,0.0,good
0.71,1.56,130.29,1.32,0.67,94.55,7.29,73,1024,5.14,fair
1.25,4.13,126.08,0.88,0.69,98.52,8.87,61,1022,7.2,fair
0.5,1.09,128.79,0.69,0.41,92.37,5.97,69,1025,4.84,fair
10.26,26.16,119.84,2.53,2.26,106.91,17.62,45,1015,2.68,moderate
9.47,22.69,118.65,4.14,0.91,90.95,17.85,80,1015,1.54,fair
8.49,12.57,114.88,0.58,0.62,102.42,18.58,88,1015,5.12,moderate
1.3,2.34,132.9,2.04,0.88,88.98,8.88,71,1023,4.63,fair
15.6,52.24,102.48,0.36,0.95,68.5,30.01,70,1006,1.54,moderate
69.67,92.05,456.94,3.81,4.21,105.52,27.03,69,1007,2.06,poor
11.39,15.03,358.43,11.88,1.72,5.93,22.27,83,1011,2.57,fair
28.84,139.62,152.24,3.6,5.72,97.64,19.95,42,1014,2.06,poor
11.89,62.06,174.59,4.98,0.96,75.16,20.02,44,1015,1.69,moderate
9.16,36.45,251.84,11.6,2.13,59.5,13.85,72,1015,2.06,fair
3.21,5.73,126.34,3.55,1.57,109.46,18.73,13,1016,3.09,moderate
9.58,19.29,122.72,1.7,0.86,76.87,14.08,77,1018,2.06,fair
9.53,18.13,148.73,7.69,1.03,68.94,9.77,16,1014,2.93,fair
1.03,1.71,129.76,0.11,0.25,85.85,5.81,100,1023,1.54,fair
1.03,1.71,129.76,0.11,0.25,85.85,5.84,100,1023,1.54,fair
1.03,1.71,129.76,0.11,0.25,85.85,5.93,100,1023,1.54,fair
12.22,13.69,136.06,0.39,0.33,103.54,18.27,70,1017,3.6,moderate
5.76,6.54,156.85,8.54,2.05,82.56,18.87,70,1014,2.57,fair
17.8,22.58,118.5,0.43,1.91,100.12,18.83,50,1015,2.06,moderate
2.29,2.93,113.62,2.61,0.32,47.56,12.7,84,1011,7.2,good
4.39,23.15,98.55,0.14,0.29,48.09,28.58,70,1014,9.26,fair
4.53,23.57,98.47,0.14,0.29,47.76,28.13,74,1014,9.26,fair
4.53,23.57,98.47,0.14,0.29,47.76,28.3,74,1014,9.26,fair
12.5,27.3,126.88,3.93,3.41,108.88,21.05,35,1016,0.0,moderate
14.78,31.13,134.11,5.7,4.29,108.58,21.95,35,1015,0.0,moderate
14.27,28.3,143.78,10.37,3.98,91.96,16.95,69,1015,2.65,fair
5.72,8.86,201.29,10.77,11.09,100.24,18.67,36,1022,3.6,moderate
5.13,8.22,193.47,7.85,9.78,103.89,18.87,40,1021,3.6,moderate
3.64,4.87,193.21,4.86,2.47,103.39,16.59,49,1021,1.54,moderate
1.96,2.47,97.12,0.47,0.1,35.62,15.6,93,1016,1.97,good
9.1,12.66,308.06,3.94,0.42,24.03,17.01,92,1014,1.36,good
3.98,5.27,174.96,1.89,0.29,20.18,25.23,83,1012,4.63,good
7.29,17.36,83.77,1.42,0.36,68.44,17.11,81,1014,0.96,fair
2.6,6.51,68.62,0.16,0.19,71.76,19.51,64,1012,4.0,fair
4.09,9.11,81.31,0.8,0.16,65.08,20.23,59,1012,0.44,fair
25.54,29.51,643.09,9.99,2.08,31.55,27.57,72,1009,1.93,moderate
6.54,8.4,205.73,2.13,0.63,51.95,27.72,73,1009,0.86,good
23.63,24.52,482.7,5.66,0.74,11.58,28.53,68,1008,1.3,fair
0.72,3.56,70.37,0.01,0.06,11.69,28.91,75,1010,5.97,good
1.6,4.44,66.91,0.06,0.08,33.55,25.31,78,1014,0.87,good
1.6,5.18,64.09,0.05,0.08,34.97,25.86,76,1013,1.19,good
1.76,5.69,64.82,0.06,0.09,35.91,27.05,68,1013,0.71,good
25.25,32.68,155.82,0.8,1.15,116.68,14.49,37,1017,3.89,moderate
26.12,28.63,187.31,7.02,4.4,75.08,15.91,55,1017,0.81,moderate
28.18,37.68,152.45,0.37,1.12,125.9,13.86,50,1017,4.84,moderate
23.71,26.44,232.37,21.14,1.01,54.5,16.76,48,1019,2.06,fair
20.73,22.58,173.7,1.51,3.76,137.56,14.95,51,1020,1.54,moderate
19.14,21.58,182.74,10.01,0.9,71.85,16.95,48,1019,2.06,fair
38.39,186.87,121.16,1.07,2.13,115.09,28.97,31,1013,4.92,poor
38.11,192.11,121.06,0.85,1.63,120.1,29.33,34,1013,2.68,poor
38.11,192.11,121.06,0.85,1.63,120.1,29.25,34,1013,3.13,poor
3.06,7.61,109.01,0.15,0.23,49.89,29.01,70,1011,4.63,good
3.06,7.61,109.01,0.15,0.23,49.89,29.01,70,1011,4.63,good
5.94,11.65,80.4,1.6,0.43,65.56,19.28,56,1013,7.0,fair
11.44,18.03,117.09,2.61,0.87,61.68,16.33,88,1014,2.0,fair
0.5,0.51,120.27,0.59,0.89,89.22,6.05,65,1017,4.0,fair
15.51,16.19,459.47,5.5,0.57,9.35,24.97,73,1010,3.09,fair
16.47,18.47,405.31,7.71,1.0,26.94,27.19,77,1010,2.76,fair
10.71,12.04,223.79,2.83,0.53,35.13,24.06,88,1011,0.99,fair
9.76,13.98,126.24,1.25,1.27,105.81,22.63,56,1015,3.76,moderate
16.65,23.22,171.62,2.9,2.69,92.57,20.7,58,1016,1.85,fair
9.74,14.27,120.13,1.47,1.46,106.53,22.96,72,1015,3.5,moderate
1.28,4.84,100.17,0.41,0.34,50.04,26.93,74,1014,3.6,good
1.42,5.76,100.1,0.33,0.29,48.63,26.13,82,1014,3.6,good
6.62,7.94,168.79,1.68,0.53,68.74,26.72,93,1006,1.93,fair
6.62,7.94,168.79,1.68,0.53,68.74,26.71,93,1006,1.34,fair
6.62,7.94,168.79,1.68,0.53,68.74,26.64,93,1006,1.34,fair
0.5,0.55,96.78,0.27,0.09,29.68,26.51,82,1013,2.17,good
1.59,2.96,125.54,0.5,0.24,33.28,23.02,97,1013,1.05,good
0.5,0.55,92.85,0.3,0.11,31.68,26.67,84,1013,2.55,good
4.04,6.71,86.4,1.28,0.63,43.91,7.59,67,1013,3.24,good
4.12,6.81,85.88,1.15,0.64,45.52,7.83,69,1014,2.93,good
3.97,6.82,80.21,0.9,0.43,46.56,9.09,63,1011,4.1,good
0.5,0.5,125.19,1.34,0.51,79.97,6.23,95,1015,2.57,fair
0.5,0.57,124.56,0.82,0.14,79.43,6.18,93,1017,2.06,fair
1.46,1.81,124.41,4.16,1.08,49.89,3.01,87,1020,2.24,good
3.21,3.71,116.43,2.35,0.37,64.03,12.12,79,1014,0.45,fair
2.74,3.11,111.5,1.99,0.25,60.23,12.03,80,1014,2.24,fair
2.89,3.29,112.19,2.09,0.27,59.21,12.5,76,1014,4.12,good
0.5,0.62,126.87,0.59,0.14,88.49,10.01,59,1018,2.57,fair
0.88,0.98,124.98,1.39,0.16,67.35,6.09,96,1018,3.3,fair
0.51,0.61,130.46,1.9,0.69,87.75,1.95,87,1021,0.0,fair
18.68,66.31,122.85,1.41,0.1,69.3,27.63,35,1011,8.06,moderate
35.24,107.63,221.46,3.67,0.82,96.83,24.34,37,1016,3.89,poor
37.05,147.86,186.69,2.17,0.24,91.22,24.04,49,1013,6.81,poor
2.72,11.22,113.57,0.71,0.74,90.71,16.99,82,1017,2.06,fair
2.39,8.3,111.53,1.59,2.58,88.86,18.23,94,1017,2.06,fair
1.22,3.92,98.09,1.35,0.18,65.38,16.08,82,1018,2.06,fair
6.98,10.72,123.95,0.89,0.97,98.08,20.84,71,1014,4.12,fair
5.1,5.49,111.69,1.18,0.42,80.09,15.02,88,1015,1.54,fair
13.7,14.48,121.59,0.56,0.15,68.86,14.4,91,1016,1.26,fair
5.35,5.64,115.12,1.42,0.26,51.9,13.44,96,1015,3.48,good
7.71,12.79,110.33,0.84,1.29,104.89,14.88,94,1017,3.09,moderate
7.37,11.75,111.4,1.62,1.57,103.21,10.25,94,1018,1.37,moderate
6.77,11.64,114.47,3.72,2.81,104.07,10.48,100,1017,0.51,moderate
4.24,7.55,121.06,1.06,0.07,20.79,12.98,100,1021,1.54,good
2.36,4.9,83.9,0.52,0.07,20.07,23.0,94,1017,2.06,good
2.34,3.88,83.6,0.5,0.03,25.04,9.83,92,1022,1.89,good
2.22,4.21,98.58,0.01,0.06,17.6,28.98,84,1011,6.82,good
2.9,3.41,99.8,1.89,0.06,28.73,11.9,87,1017,1.03,good
2.68,3.13,99.27,2.1,0.12,28.04,11.31,89,1017,1.96,good
2.31,2.82,96.63,1.55,0.1,36.79,11.36,89,1017,0.92,good
6.66,9.9,165.77,0.72,0.08,20.68,30.3,58,1011,0.51,good
4.31,5.23,149.76,0.86,0.06,12.64,30.19,50,1012,2.32,good
4.69,6.14,146.57,0.47,0.04,19.45,33.89,33,1010,3.64,good
18.03,19.79,605.35,6.77,1.13,26.41,26.98,83,1008,1.54,fair
23.74,28.42,552.94,8.84,0.68,32.31,27.89,63,1009,0.57,fair
57.93,61.74,1299.79,18.04,1.37,0.26,24.91,80,1009,0.54,poor
1.49,1.98,105.55,1.42,2.45,62.34,4.07,60,1014,0.0,fair
0.5,0.5,104.22,0.43,0.02,59.01,8.88,61,1014,1.57,good
0.5,0.5,101.78,0.39,0.08,62.27,13.02,53,1013,2.09,fair
11.67,26.35,178.88,1.62,2.78,91.75,23.85,83,1014,5.14,fair
9.52,25.14,167.76,0.47,0.63,93.51,23.96,83,1014,5.14,fair
9.52,25.14,167.76,0.47,0.63,93.51,23.82,83,1014,5.14,fair
4.72,14.87,101.97,0.2,0.17,42.62,28.08,74,1013,9.26,good
1.28,5.35,102.35,0.74,0.48,46.58,26.97,74,1014,3.6,good
1.14,4.76,101.83,0.64,0.42,45.97,26.95,74,1014,3.6,good
1.14,4.76,101.83,0.64,0.42,45.97,27.03,74,1015,3.6,good
12.04,48.41,105.61,0.24,0.5,68.34,20.96,82,1014,7.55,fair
4.34,19.96,104.94,0.83,0.91,89.4,18.93,82,1016,9.26,fair
44.65,181.8,141.64,0.24,0.08,37.05,32.74,29,1011,4.38,poor
42.33,69.34,117.82,0.17,6.41,90.34,18.65,88,1014,2.68,moderate
42.33,69.34,117.82,0.17,6.41,90.34,18.53,88,1014,2.68,moderate
42.33,69.34,117.82,0.17,6.41,90.34,18.3,88,1014,2.68,moderate
2.62,14.35,63.22,0.05,0.23,63.68,22.46,82,1018,5.3,fair
2.57,14.08,63.28,0.04,0.22,63.85,19.93,82,1018,1.79,fair
2.57,14.08,63.28,0.04,0.22,63.85,20.88,82,1018,1.79,fair
8.45,18.17,90.15,0.03,0.12,62.77,29.97,84,1007,7.2,fair
3.01,4.12,82.66,0.44,0.05,22.09,18.11,88,1016,2.06,good
2.19,3.49,78.91,0.32,0.13,31.9,18.62,68,1015,2.0,good
2.02,2.7,78.5,0.49,0.04,36.16,14.49,86,1016,0.18,good
9.5,10.29,156.34,1.48,0.81,73.76,22.72,35,1008,5.14,fair
6.32,23.51,113.54,0.19,0.62,91.85,21.19,65,1012,5.14,fair
9.04,9.77,149.89,1.13,0.64,75.45,22.97,35,1008,5.14,fair
9.05,9.9,221.21,2.54,0.49,18.61,24.73,94,1007,0.0,good
2.27,2.76,79.13,0.27,0.09,10.89,27.01,94,1008,0.51,good
8.93,9.82,201.66,1.54,0.26,18.12,24.95,94,1007,0.0,good
48.32,54.4,206.83,3.96,5.17,56.93,17.79,77,1013,2.57,moderate
48.32,54.4,206.83,3.96,5.17,56.93,17.97,77,1013,2.57,moderate
2.44,3.87,79.16,0.24,0.04,29.08,22.97,83,1016,2.57,good
2.48,13.64,62.49,0.04,0.17,49.63,25.39,99,1020,4.0,good
2.48,13.64,62.49,0.04,0.17,49.63,25.53,99,1020,3.27,good
2.5,13.69,62.53,0.04,0.17,49.64,25.32,99,1020,3.09,good
15.44,36.07,168.41,0.45,0.09,44.13,33.16,43,1009,5.14,fair
43.22,112.34,382.91,3.14,1.34,40.87,30.47,10,1009,2.59,poor
64.58,189.62,645.32,9.55,2.86,43.71,29.34,10,1010,4.19,poor
0.55,1.42,73.7,0.08,0.04,32.04,28.13,83,1012,5.46,good
60.91,114.5,721.03,8.5,2.04,40.66,30.77,10,1010,2.65,poor
3.43,9.7,158.06,1.44,0.51,28.19,23.79,96,1012,1.63,good
3.0,6.55,137.06,0.15,6.89,38.8,34.46,35,1005,5.81,good
6.51,8.78,138.6,0.24,7.59,48.57,32.94,42,1006,4.79,good
2.75,6.54,137.77,0.15,3.48,37.02,35.51,33,1006,8.05,good
15.99,17.31,147.07,10.0,2.44,92.74,11.96,79,1017,2.06,fair
13.04,14.22,142.29,12.12,2.08,87.26,11.61,67,1017,4.47,fair
16.08,17.34,146.44,11.42,2.83,94.14,11.78,78,1017,2.06,fair
3.72,4.06,126.37,3.25,1.9,114.04,4.92,72,1017,2.04,moderate
0.5,0.78,132.64,0.54,0.6,97.83,4.27,93,1020,2.57,fair
0.5,0.5,115.76,0.16,0.09,84.26,4.97,87,1016,0.45,fair
84.92,96.87,720.67,8.12,6.1,76.76,16.25,100,1013,1.03,very_poor
50.32,58.7,598.39,6.62,4.04,72.43,16.31,57,1014,3.33,poor
92.41,103.98,705.45,7.78,7.76,81.44,22.34,68,1010,1.85,very_poor
1.88,5.97,63.2,0.03,0.08,48.97,17.18,67,1005,10.29,good
0.81,2.96,64.89,0.13,0.06,47.75,14.34,63,998,21.01,good
0.58,1.23,67.27,0.49,0.1,42.13,16.09,70,996,8.75,good
36.43,152.78,103.37,0.87,0.61,73.75,32.6,23,1006,2.41,poor
36.76,126.06,111.02,1.23,1.1,90.07,33.08,32,1006,3.53,poor
37.8,156.1,104.66,0.86,0.64,76.69,32.6,23,1006,2.41,poor
4.62,9.32,141.16,0.54,0.47,48.09,30.78,69,1006,6.17,good
4.67,10.27,139.82,0.62,0.5,44.2,30.6,70,1006,5.14,good
4.67,10.27,139.82,0.62,0.5,44.2,30.66,70,1007,5.14,good
5.59,22.77,67.76,0.04,0.46,46.7,23.28,74,1008,5.66,fair
5.59,22.77,67.76,0.04,0.46,46.7,22.1,78,1009,5.66,fair
5.87,14.25,69.38,0.48,1.25,56.77,15.12,72,1014,3.6,good
2.43,6.64,61.88,0.02,0.06,51.68,24.9,94,1013,5.14,good
2.42,6.29,61.94,0.02,0.06,52.18,24.96,94,1013,5.14,good
2.8,7.62,61.52,0.02,0.07,52.6,24.8,94,1013,5.14,good
6.58,22.23,61.5,0.05,0.2,32.75,26.87,77,1010,0.75,fair
0.54,0.72,36.66,0.02,0.02,1.27,26.19,75,1013,0.5,good
2.01,4.8,63.99,0.05,4.43,14.21,30.36,68,1012,2.01,good
5.74,9.73,155.71,4.36,2.49,32.35,30.26,70,1010,1.54,good
33.54,34.69,554.11,9.2,1.64,32.25,27.05,89,1009,1.03,moderate
5.28,9.1,133.95,3.63,2.48,35.79,30.59,70,1010,1.54,good
69.16,93.94,624.08,6.25,4.22,87.41,27.99,57,1005,1.54,poor
14.84,58.08,92.95,0.06,0.33,63.84,28.09,78,1006,5.14,moderate
70.41,116.51,462.17,8.32,3.14,82.6,27.08,65,1005,2.06,poor
2.69,4.57,135.5,5.19,1.38,46.67,7.34,82,1019,0.99,good
9.01,9.83,144.54,4.28,0.96,48.09,6.1,93,1018,1.54,good
5.71,6.72,123.81,2.39,0.61,58.33,4.44,95,1020,0.51,good
1.54,7.53,98.96,0.1,0.15,52.84,27.58,73,1015,6.17,good
1.58,7.54,98.66,0.11,0.15,53.75,27.38,75,1016,6.17,good
1.47,6.74,98.59,0.11,0.14,54.3,26.74,74,1016,6.17,good
9.39,25.68,117.64,1.3,0.88,99.0,18.17,77,1016,2.74,fair
9.06,24.45,116.51,0.65,0.94,101.44,17.91,75,1016,2.9,moderate
9.39,25.68,117.64,1.3,0.88,99.0,18.12,77,1016,2.68,fair
1.68,7.04,113.53,0.41,0.46,104.46,14.55,82,1009,5.14,moderate
1.36,3.93,110.75,0.9,0.66,93.47,12.73,88,1008,6.17,fair
1.18,3.03,110.25,0.87,0.59,93.27,11.75,85,1008,1.75,fair
1.29,2.21,79.57,1.11,0.27,39.89,8.67,74,1025,1.27,good
2.54,5.76,103.73,1.73,0.3,43.71,12.26,82,1023,2.06,good
1.39,2.22,81.02,1.34,0.37,39.48,10.18,71,1024,1.31,good
36.35,150.26,148.74,5.81,23.01,105.69,29.55,37,1009,6.69,poor
36.35,150.26,148.74,5.81,23.01,105.69,29.76,37,1010,6.69,poor
32.93,135.29,149.85,6.61,23.33,105.57,30.03,37,1010,5.14,poor
2.13,6.84,62.96,0.05,0.17,58.92,22.81,88,1019,5.66,good
1.91,5.83,62.85,0.04,0.14,58.57,20.91,79,1019,1.17,good
2.18,7.45,62.85,0.04,0.16,58.74,22.82,73,1019,1.54,good
3.24,4.04,107.41,1.61,0.08,33.04,14.03,94,1014,2.57,good
6.09,6.61,113.1,1.34,0.27,62.17,14.26,95,1015,5.14,fair
26.7,28.24,170.13,4.76,1.39,62.69,13.25,96,1015,2.16,moderate
2.93,4.14,95.58,3.23,0.1,19.05,13.57,88,1016,3.13,good
6.2,8.41,123.04,4.99,1.2,31.78,11.99,100,1017,0.51,good
2.8,3.51,94.24,1.38,0.32,29.04,15.34,82,1016,1.15,good
0.5,0.5,122.9,1.66,1.7,74.77,10.24,43,1023,5.03,fair
0.5,0.5,127.44,0.7,0.26,73.09,7.78,57,1026,2.89,fair
3.46,6.77,106.65,0.3,1.19,89.6,14.87,77,995,5.0,fair
22.43,37.48,489.07,2.78,0.36,4.15,15.96,100,1013,1.54,fair
12.63,19.56,338.37,2.69,0.86,13.52,18.36,96,1015,0.6,fair
13.45,22.57,362.44,3.65,0.75,11.59,16.06,98,1016,0.45,fair
34.03,110.35,105.62,3.13,3.41,113.28,27.0,45,1008,4.22,poor
32.2,94.66,107.67,0.87,1.56,88.87,27.33,22,1014,3.66,moderate
40.42,111.02,131.37,5.48,18.08,101.44,30.14,40,1008,1.82,poor
2.41,7.82,61.76,0.02,0.12,28.56,30.87,68,1013,3.54,good
2.41,7.82,61.76,0.02,0.12,28.56,30.84,66,1013,2.93,good
2.44,7.8,61.65,0.02,0.12,28.7,30.65,68,1013,4.2,good
1.46,4.32,65.28,0.02,0.1,28.63,28.0,78,1009,2.06,good
19.58,83.7,93.16,0.12,0.22,80.91,32.89,7,1008,6.19,moderate
18.42,78.41,93.13,0.11,0.21,82.5,32.84,7,1008,6.62,moderate
18.42,78.41,93.13,0.11,0.21,82.5,32.84,7,1008,6.51,moderate
1.77,2.02,134.72,1.67,0.7,85.45,3.83,85,1020,2.54,fair
4.64,5.23,127.88,1.89,1.03,101.35,4.76,63,1018,2.09,moderate
4.2,4.63,130.7,4.36,1.61,79.73,7.93,83,1020,2.74,fair
2.38,2.86,80.84,0.29,0.08,7.57,27.39,89,1008,2.06,good
2.38,2.86,80.84,0.29,0.08,7.57,27.94,86,1008,2.24,good
2.38,2.86,80.84,0.29,0.08,7.57,28.1,86,1008,2.24,good
8.62,11.28,123.67,5.15,0.57,44.05,12.09,86,1017,1.54,good
4.11,5.3,104.36,4.77,0.16,41.42,10.78,96,1017,1.54,good
9.72,11.61,120.53,6.1,1.1,63.34,11.83,90,1017,0.76,fair
6.44,7.49,131.01,4.81,0.3,27.75,10.15,74,1017,1.03,good
3.98,4.66,130.95,1.17,0.74,71.05,10.2,68,1018,5.66,fair
6.44,7.49,131.01,4.81,0.3,27.75,10.29,73,1017,1.03,good
3.9,6.17,107.01,0.7,0.27,28.86,27.03,78,1012,4.63,good
4.18,5.6,166.25,0.9,0.31,31.93,23.87,96,1013,0.89,good
2.11,2.52,128.17,0.65,0.22,31.91,24.29,93,1013,0.59,good
9.29,47.88,101.47,0.65,0.71,68.98,21.81,89,1014,5.14,fair
27.0,132.46,134.47,1.61,1.25,67.62,24.09,50,1012,6.44,poor
10.04,52.26,101.55,0.87,0.83,70.97,21.78,89,1014,5.14,moderate
0.91,3.08,64.39,0.02,0.07,24.11,27.74,78,1010,5.63,good
4.19,9.01,146.19,1.78,0.17,14.96,20.35,68,1012,1.24,good
1.26,3.87,78.72,0.37,0.03,19.29,22.38,74,1012,4.05,good
0.65,0.7,93.81,0.63,0.22,9.46,26.95,78,1012,0.0,good
0.6,0.64,93.39,0.39,0.13,9.76,26.96,78,1012,0.0,good
5.67,8.39,175.81,0.84,0.08,2.46,22.17,89,1011,1.19,good
10.68,29.44,131.92,0.38,0.06,25.76,29.23,51,1008,2.69,fair
2.62,3.33,150.1,0.16,0.03,1.62,19.46,89,1012,0.84,good
3.68,14.56,78.45,0.03,0.14,32.42,26.19,86,1013,3.58,good
12.49,17.27,125.52,0.18,2.58,48.95,26.92,78,1010,6.17,fair
12.49,17.27,125.52,0.18,2.58,48.95,26.94,78,1011,6.17,fair
13.12,16.79,125.78,0.21,3.8,50.33,32.18,57,1006,3.64,fair
21.2,32.39,147.48,2.63,1.83,56.93,16.65,51,1016,2.23,fair
17.84,29.5,152.61,8.82,7.02,94.92,20.63,47,1016,0.33,fair
31.09,49.46,171.74,4.59,11.73,112.64,19.19,49,1015,1.89,moderate
22.91,27.55,159.66,8.73,14.83,51.32,15.16,46,1014,2.25,fair
21.66,26.31,150.12,13.73,19.18,46.19,11.64,51,1015,2.53,fair
3.31,17.2,101.05,0.24,0.31,45.28,27.85,72,1016,3.6,good
19.33,66.3,247.72,2.36,1.04,67.78,31.57,12,1008,3.4,moderate
3.35,5.55,111.46,0.34,0.02,5.96,30.12,48,1009,3.34,good
16.47,51.46,106.43,0.34,0.16,50.21,26.21,9,1010,3.76,moderate
0.82,1.51,72.66,0.23,0.11,34.42,29.06,84,1013,4.12,good
5.29,8.38,173.96,1.87,0.28,12.8,25.81,76,1013,1.84,good
5.87,7.83,154.85,1.57,0.13,12.3,30.12,52,1012,3.16,good
28.13,29.54,305.11,2.44,0.56,34.8,26.96,76,1008,1.41,moderate
23.35,24.44,273.07,1.82,0.4,31.12,26.99,78,1008,1.54,fair
44.61,47.49,434.66,3.28,0.95,40.86,26.97,83,1009,0.51,moderate
29.83,137.56,154.38,0.76,0.42,87.07,23.06,56,1010,6.0,poor
8.38,16.57,92.31,0.71,0.38,51.44,19.42,66,1011,2.53,good
9.07,17.82,107.63,0.64,1.01,77.49,15.73,83,1014,1.02,fair
2.3,4.25,73.08,0.28,0.11,27.68,27.37,73,1011,0.96,good
3.08,8.67,79.05,0.41,0.18,30.19,23.62,89,1012,2.67,good
3.64,11.44,67.76,0.09,0.15,35.29,24.24,90,1013,2.17,good
3.3,7.68,119.76,2.01,0.32,71.86,16.92,88,1017,5.14,fair
12.29,37.12,112.54,0.2,0.3,96.23,17.99,88,1016,1.03,fair
30.51,184.13,116.22,0.33,0.09,97.01,14.97,67,1015,3.09,poor
18.17,49.38,119.05,1.68,0.43,71.49,18.8,77,1014,0.0,fair
43.66,172.14,143.47,1.08,1.41,81.91,22.08,73,1011,2.06,poor
28.41,65.64,118.31,0.96,0.76,75.74,20.24,71,1011,3.53,moderate
1.42,5.66,65.54,0.02,0.03,58.24,26.18,78,1015,3.6,good
4.0,7.61,109.5,3.0,0.78,31.67,15.69,88,1015,0.0,good
1.09,1.69,103.17,1.67,0.18,47.15,13.22,85,1015,0.86,good
5.77,9.51,106.74,2.47,0.75,55.59,14.33,89,1016,0.88,good
1.34,5.42,95.45,0.24,0.06,39.77,26.26,76,1012,5.14,good
1.2,4.76,97.37,0.23,0.05,36.01,26.15,76,1012,4.11,good
1.2,4.76,97.37,0.23,0.05,36.01,26.12,76,1012,4.11,good
16.83,20.98,307.22,9.33,2.85,6.17,22.65,64,1012,4.12,fair
16.83,20.98,307.22,9.33,2.85,6.17,22.86,64,1011,4.12,fair
21.5,33.02,234.16,11.03,14.47,85.99,23.95,77,1014,0.0,fair
1.1,2.1,66.47,0.29,0.02,12.5,23.46,89,1013,2.4,good
5.4,8.3,141.23,1.37,0.11,8.0,21.34,81,1011,1.4,good
1.11,1.74,73.69,0.3,0.03,42.4,18.01,84,1014,4.57,good
1.93,2.54,119.32,1.4,0.1,47.02,15.09,73,1017,0.45,good
4.04,5.18,125.08,2.85,1.57,55.74,15.58,76,1017,1.68,good
10.65,12.54,128.46,0.97,0.52,67.95,13.66,84,1016,0.73,fair
7.12,9.88,200.45,2.37,0.18,21.65,16.95,97,1013,1.82,good
7.12,9.88,200.45,2.37,0.18,21.65,16.93,97,1013,1.7,good
5.65,7.91,187.21,1.79,0.17,26.24,17.04,98,1013,1.46,good
5.4,7.33,142.86,3.94,0.9,98.85,13.59,90,1010,4.12,fair
8.33,20.68,127.24,0.2,0.85,103.02,24.13,60,1011,5.66,moderate
5.65,8.16,138.83,2.98,0.74,100.85,13.56,91,1010,4.12,moderate
1.3,3.59,64.76,0.17,0.07,51.89,12.82,66,1017,8.23,good
0.8,3.01,78.99,0.76,0.17,50.26,8.68,95,1023,2.57,good
0.83,2.53,75.63,0.6,0.12,47.35,9.86,87,1022,4.92,good
11.0,16.17,110.34,0.35,0.3,86.17,20.95,76,1012,0.52,fair
3.69,9.17,71.64,0.16,0.16,77.72,22.25,57,1011,3.03,fair
7.58,19.16,85.96,0.3,0.18,82.73,24.17,60,1010,2.34,fair
1.95,10.07,101.5,0.38,0.27,41.73,26.93,78,1014,4.63,good
1.67,8.48,100.46,0.3,0.23,42.49,26.78,78,1014,4.63,good
1.64,2.6,122.25,1.71,0.7,46.65,30.6,60,1012,1.17,good
6.45,8.83,174.92,1.62,0.34,56.8,28.96,61,1007,6.21,good
2.34,3.09,125.89,1.04,0.1,31.84,28.81,65,1011,2.72,good
1.27,4.7,98.52,0.13,0.12,55.3,26.75,69,1015,5.66,good
1.35,5.59,98.04,0.13,0.15,56.07,27.85,65,1016,6.17,good
7.01,8.92,260.78,5.36,1.38,48.74,28.01,89,1008,2.06,good
107.72,113.02,681.9,6.73,1.86,15.7,23.0,88,1013,1.91,very_poor
78.65,85.34,549.09,6.58,3.89,59.76,24.99,78,1013,0.51,very_poor
3.02,7.49,65.42,0.02,2.61,47.32,28.1,69,1016,5.14,good
0.74,2.38,60.58,0.01,0.05,19.21,31.62,78,1012,5.88,good
4.22,5.05,110.8,3.64,0.27,46.66,10.18,90,1018,1.54,good
4.95,7.1,118.63,6.12,0.33,31.14,12.08,90,1018,1.62,good
5.27,6.53,112.5,4.39,0.28,46.35,11.09,93,1018,1.51,good
25.72,53.25,104.68,2.89,7.82,57.95,16.77,26,1018,6.61,moderate
9.65,37.2,82.5,0.79,0.89,55.18,29.08,73,1009,8.37,fair
9.89,35.3,88.87,1.88,2.57,55.77,22.68,70,1013,1.44,fair
1.61,5.3,63.87,0.04,0.07,41.34,26.89,83,1013,2.57,good
1.61,5.3,63.87,0.04,0.07,41.34,26.84,83,1013,2.57,good
1.61,5.3,63.87,0.04,0.07,41.34,26.76,83,1013,2.57,good
5.99,9.55,130.47,4.26,4.02,43.69,9.11,76,1015,4.26,good
1.02,2.64,64.58,0.12,0.17,57.44,14.48,78,998,11.32,good
16.29,23.97,202.18,3.16,3.39,60.05,18.63,79,1010,2.85,fair
4.46,5.75,86.68,0.56,0.1,28.45,20.2,62,1014,3.75,good
4.13,5.77,105.31,0.65,0.34,25.24,19.36,69,1014,1.54,good
4.2,5.48,96.1,0.49,0.29,26.5,19.35,66,1014,2.04,good
6.0,7.28,129.3,1.67,0.57,27.47,16.01,82,1017,2.66,good
19.05,20.72,101.9,1.25,0.26,33.09,14.19,42,1016,1.33,fair
6.11,7.38,121.8,1.2,0.42,26.55,16.51,73,1017,3.0,good
